customer_id,first_name,last_name,email_address,phone_number,street_address,city,state,zip_code,country,registration_date,premium_member
Maria Hill,,,mariahill631@icloud.com,4942259868,1181 2nd Ave,Seattle,,98101,WA,2022-04-13,
Ashley Johnson,,,ashleyjohnson695@gmail.com,1894818247,7465 Pine St,Fort Worth,,76101,TX,2020-05-15,
Andrew Alexander,,,andrewalexander668@aol.com,4914942066,3847 Oak Ave,San Antonio,,78201,TX,2020-12-08,
Jacqueline Wood,,,jacquelinewood677@protonmail.com,2653149210,5421 High St #170,Atlanta,,30301,GA,2021-11-20,
Ryan Brooks,,,ryanbrooks981@icloud.com,5181878085,3278 Broadway #88,Portland,,97201,OR,2019-10-07,
Susan Adams,,,susanadams215@gmail.com,6618109183,1054 Forest Ave,Boston,,02101,MA,2022-03-09,
Michael Bryant,,,michaelbryant671@aol.com,9263042599,4434 River Dr #11,Los Angeles,,90001,CA,2020-03-01,
Elizabeth Bennett,,,elizabethbennett245@hotmail.com,8946515293,117 Washington Blvd #40,Portland,,97201,OR,2023-05-27,
Janice Gonzales,,,janicegonzales73@icloud.com,4221474623,6315 Main St,San Antonio,,78201,TX,2023-06-07,
Victoria Green,,,victoriagreen339@outlook.com,1471132235,3001 River Dr #165,Austin,,78701,TX,2023-11-28,
Emily Brooks,,,emilybrooks880@mail.com,3407866087,6034 Church St,Denver,,80201,CO,2019-06-06,
Gloria Baker,,,gloriabaker@hotmail.com,9145468553,6971 Center St #130,Nashville,,37201,TN,2020-05-21,
Madison Foster,,,madisonfoster@yahoo.com,4784212777,6585 Main St,Charlotte,,28201,NC,2021-04-09,
Ryan Parker,,,ryanparker@aol.com,8048470048,232 2nd Ave,San Antonio,,78201,TX,2022-10-25,
Lauren Jenkins,,,laurenjenkins348@protonmail.com,3101848626,5726 2nd Ave #161,Nashville,,37201,TN,2023-11-09,
Rose Jackson,,,rosejackson@yahoo.com,9162789222,8158 Spring St #30,Denver,,80201,CO,2023-03-15,
Christine Stewart,,,christinestewart@aol.com,5897188411,1700 Market St #80,Jacksonville,,32099,FL,2022-05-17,
Frances Reed,,,francesreed288@icloud.com,5643828886,4497 Hill St,Chicago,,60616,IL,2023-08-27,
Abigail Diaz,,,abigaildiaz841@aol.com,4693367440,591 Washington Blvd,Phoenix,,85001,AZ,2023-05-23,
Kathryn Cook,,,kathryncook@gmail.com,2581363214,658 Hill St,San Francisco,,94102,CA,2020-06-25,
Sharon Bell,,,sharonbell@gmail.com,5161977686,4046 Hill St,Los Angeles,,90001,CA,2021-09-09,
Joyce Brown,,,joycebrown@protonmail.com,3036592370,5312 Forest Ave #32,San Francisco,,94102,CA,2020-02-22,
Joyce Garcia,,,joycegarcia@icloud.com,2642584851,6658 River Dr,Columbus,,43004,OH,2023-03-20,
Linda Gonzalez,,,lindagonzalez75@outlook.com,4568387420,3349 Pine St,Miami,,33101,FL,2020-03-13,
Elizabeth Russell,,,elizabethrussell800@yahoo.com,5605896206,6990 Lake Rd #83,Philadelphia,,19019,PA,2022-02-20,
Megan Morris,,,meganmorris934@yahoo.com,8525544843,2330 Spring St,Philadelphia,,19019,PA,2020-01-03,
Susan Sanders,,,susansanders@protonmail.com,6695312249,5177 Main St,San Diego,,92101,CA,2020-01-04,
Amy Barnes,,,amybarnes@outlook.com,2974268097,6047 Elm Ave,Phoenix,,85001,AZ,2020-11-17,
Janice Rogers,,,janicerogers878@protonmail.com,9176164408,2911 Market St,Columbus,,43004,OH,2022-05-26,
Heather Alexander,,,heatheralexander@mail.com,7207719756,2543 High St,Miami,,33101,FL,2023-04-17,
Megan Martin,,,meganmartin886@icloud.com,8927071858,923 2nd Ave,San Francisco,,94102,CA,2019-09-16,
Shirley Bell,,,shirleybell@yahoo.com,9945853387,7030 Forest Ave,Atlanta,,30301,GA,2020-06-17,
Hannah Russell,,,hannahrussell405@yahoo.com,4711716980,4513 Forest Ave,San Antonio,,78201,TX,2021-06-11,
Lisa Jones,,,lisajones@protonmail.com,3565938782,1039 Pine St,San Antonio,,78201,TX,2022-12-05,
Rose Allen,,,roseallen359@yahoo.com,2547724901,1175 River Dr,Phoenix,,85001,AZ,2021-04-03,
USER-1001,,"Thomas, Linda",linda.thomas16@protonmail.com,5558865964,,Fort Worth,TX,76122,,2020-09-28,Silver
USER-1002,,"Martin, Ruth",ruth.martin@icloud.com,5553562405,,Philadelphia,Pennsylvania,19041,,2020-04-26,Bronze
USER-1003,,"Mitchell, Helen",helen.mitchell@protonmail.com,5552756053,,New York,New York,10057,,2020-03-28,Bronze
USER-1004,,Michael Wilson,michael.wilson@yahoo.com,5559156765,,Boston,MA,2115,,2020-02-20,Silver
USER-1005,,Donna Bell,donna.bell@protonmail.com,5551636075,,San Antonio,Texas,78239,,2020-01-08,Bronze
USER-1006,,"Taylor, Jessica",jessica.taylor97@hotmail.com,5551245067,,San Antonio,Texas,78281,,2020-03-07,Bronze
USER-1007,,Maria Howard,maria.howard@aol.com,5554570286,,Columbus,Ohio,43065,,2020-11-03,Bronze
USER-1008,,William Davis,william.davis76@gmail.com,5559866873,,Seattle,WA,98190,,2020-09-21,Bronze
USER-1009,,"Campbell, Susan",scampbell@outlook.com,5555586506,,San Francisco,CA,94145,,2020-09-21,Silver
USER-1010,,"Smith, Lisa",lsmith@yahoo.com,5556823382,,Los Angeles,California,90035,,2020-08-24,Gold
USER-1011,,Charles Martinez,charles.martinez@outlook.com,5557350074,,San Francisco,CA,94187,,2020-12-03,Platinum
USER-1012,,"Cooper, Brian",brian.cooper@gmail.com,5558788957,,Boston,Massachusetts,2114,,2020-11-09,Gold
USER-1013,,"Adams, Susan",susan.adams@gmail.com,5557081964,,Charlotte,North Carolina,28201,,2020-11-15,Silver
USER-1014,,"Bobs, Nicholas",nroberts@outlook.com,5554313689,,Boston,Massachusetts,2145,,2020-11-23,Bronze
USER-1015,,"King, Ryan",ryan.king@protonmail.com,5559331723,,Phoenix,AZ,85059,,2020-04-05,Gold
USER-1016,,"Parker, James",james.parker@icloud.com,5555476587,,Houston,Texas,77092,,2020-12-07,Gold
USER-1017,,Deborah Evans,deborah.evans@yahoo.com,5551861749,,Chicago,Illinois,60685,,2020-08-28,Platinum
USER-1018,,Bill Jim,william.james@icloud.com,5559422060,,Fort Worth,TX,76147,,2020-10-28,Platinum
USER-1019,,Brian Martin,bmartin@icloud.com,5552062215,,Denver,CO,80273,,2020-03-27,Gold
USER-1020,,Emily Richardson,erichardson@gmail.com,5553052788,,San Antonio,Texas,78277,,2020-07-26,Silver
USER-1021,,Ruth Cooper,ruth.cooper66@yahoo.com,5551026560,,Denver,CO,80270,,2020-07-12,Platinum
USER-1022,,Ryan Ward,ryan.ward@gmail.com,5553317535,,Boston,MA,2106,,2020-10-08,Gold
USER-1023,,Mark Martinez,mmartinez@outlook.com,5555016957,,Boston,Massachusetts,2155,,2020-03-20,Bronze
USER-1024,,"Johnson, Ruth",rjohnson@protonmail.com,5554894817,,Philadelphia,PA,19089,,2020-07-19,Platinum
USER-1025,,Mary Allen,mallen@yahoo.com,5554802588,,Columbus,OH,43001,,2020-11-04,Gold
USER-1026,,Nancy Mitchell,nancy.mitchell@yahoo.com,5557263744,,Dallas,TX,75247,,2020-12-16,Gold
USER-1027,,"Thomas, William",william.thomas@aol.com,5555671902,,Phoenix,Arizona,85088,,2020-04-01,Silver
USER-1028,,"Moore, James",jmoore@outlook.com,5554976683,,Charlotte,North Carolina,28293,,2020-09-05,Silver
USER-1029,,"Young, Eric",eric.young@outlook.com,5553336542,,Phoenix,Arizona,85024,,2020-07-12,Bronze
USER-1030,,"Roberts, Emily",eroberts@protonmail.com,5554041186,,Chicago,Illinois,60610,,2020-07-25,Gold
USER-1031,,Jennifer Lee,jennifer.lee@protonmail.com,5554840736,,Denver,CO,80210,,2020-01-19,Gold
USER-1032,,"Lopez, Michael",mlopez@outlook.com,5554041442,,Los Angeles,California,90027,,2020-09-12,Gold
USER-1033,,"Rodriguez, Ruth",ruth.rodriguez61@protonmail.com,5556172289,,New York,NY,10089,,2020-08-16,Bronze
USER-1034,,"Lopez, Melissa",melissa.lopez@protonmail.com,5555660877,,Indianapolis,Indiana,46280,,2020-03-21,Platinum
USER-1035,,"Morgan, Maria",mmorgan@outlook.com,5551726122,,New York,New York,10080,,2020-08-09,Bronze
USER-1036,,Daniel Collins,daniel.collins@outlook.com,5553902291,,Austin,Texas,78789,,2020-03-26,Bronze
USER-1037,,"Collins, Michael",mcollins@hotmail.com,5554147855,,Nashville,Tennessee,37215,,2020-02-20,Gold
USER-1038,,"Murphy, Melissa",melissa.murphy@outlook.com,5552736733,,Denver,Colorado,80272,,2020-03-11,Silver
USER-1039,,Sharon Garcia,sharon.garcia@aol.com,5555365999,,Nashville,Tennessee,37207,,2020-05-19,Bronze
USER-1040,,Eric Campbell,eric.campbell@yahoo.com,5552675940,,Philadelphia,PA,19035,,2020-02-15,Gold
USER-1041,,Donna Moore,donna.moore27@hotmail.com,5552719443,,Nashville,TN,37270,,2020-01-12,Gold
USER-1042,,Paul Jones,paul.jones79@icloud.com,5553176846,,San Francisco,CA,94194,,2020-06-28,Gold
USER-1043,,"Adams, Richard",richard.adams8@outlook.com,5552528598,,San Francisco,CA,94147,,2020-12-14,Bronze
USER-1044,,"Rogers, Matthew",mrogers@outlook.com,5551008776,,Denver,CO,80267,,2020-01-21,Bronze
USER-1045,,Patricia Cox,patricia.cox@icloud.com,5553949638,,Boston,Massachusetts,2133,,2020-01-02,Platinum
USER-1046,,Ruth Wilson,ruth.wilson6@aol.com,5553533415,,Columbus,Ohio,43070,,2020-10-16,Gold
USER-1047,,Christopher Carter,christopher.carter@icloud.com,5555420575,,Boston,Massachusetts,2174,,2020-11-20,Silver
USER-1048,,"Turner, Susan",sturner@icloud.com,5551673523,,Austin,TX,78763,,2020-09-04,Platinum
USER-1049,,Thomas Adams,thomas.adams@protonmail.com,5555610181,,San Francisco,CA,94169,,2020-01-05,Bronze
USER-1050,,"Green, Brandon",brandon.green@outlook.com,5558204352,,Philadelphia,PA,19047,,2020-08-13,Platinum
USER-1051,,"Adams, Charles",charles.adams@aol.com,5556872864,,San Diego,California,92166,,2020-08-15,Bronze
USER-1052,,"Wright, Jen",jennifer.wright54@gmail.com,5555918791,,Jacksonville,FL,32079,,2020-06-10,Bronze
USER-1053,,"Cooper, Daniel",daniel.cooper@aol.com,5559789395,,Chicago,IL,60672,,2020-12-04,Platinum
USER-1054,,"Baker, David",david.baker@protonmail.com,5554385112,,San Diego,CA,92184,,2020-12-09,Bronze
USER-1055,,"Turner, John",john.turner@aol.com,5555750907,,Philadelphia,Pennsylvania,19081,,2020-12-24,Platinum
USER-1056,,"Scott, Donald",donald.scott@icloud.com,5557925191,,Chicago,IL,60627,,2020-11-20,Bronze
USER-1057,,"Morris, Eric",emorris@hotmail.com,5553784242,,Philadelphia,Pennsylvania,19051,,2020-08-08,Silver
USER-1058,,James Wright,james.wright@outlook.com,5559667774,,San Francisco,California,94195,,2020-08-14,Gold
USER-1059,,Jason Williams,jason.williams@outlook.com,5559432757,,San Diego,CA,92147,,2020-12-18,Bronze
USER-1060,,Susan Brooks,sbrooks@icloud.com,5552061900,,Fort Worth,Texas,76187,,2020-11-02,Gold
USER-1061,,"Campbell, Ruth",ruth.campbell42@gmail.com,5559507559,,Nashville,TN,37250,,2020-02-13,Silver
USER-1062,,"Allen, Nancy",nancy.allen@hotmail.com,5557612144,,Seattle,WA,98159,,2020-06-08,Gold
USER-1063,,Joshua Johnson,jjohnson@outlook.com,5555138437,,Chicago,IL,60662,,2020-11-25,Bronze
USER-1064,,Anthony Lee,alee@protonmail.com,5554795981,,Dallas,TX,75262,,2020-03-20,Bronze
USER-1065,,William Thomas,william.thomas@protonmail.com,5559732068,,Fort Worth,Texas,76165,,2020-12-04,Gold
USER-1066,,"Hill, Jessica",jhill@outlook.com,5554745128,,Houston,TX,77031,,2020-07-08,Silver
USER-1067,,"Brown, Kenneth",kbrown@outlook.com,5551837496,,Denver,CO,80213,,2020-04-21,Silver
USER-1068,,Michael Smith,msmith@gmail.com,5554758187,,Indianapolis,Indiana,46269,,2020-11-28,Bronze
USER-1069,,"Peterson, Richard",richard.peterson@outlook.com,5557014995,,San Francisco,CA,94129,,2020-02-11,Gold
USER-1070,,Paul King,paul.king@yahoo.com,5551741185,,Austin,Texas,78732,,2020-11-01,Bronze
USER-1071,,Betty Turner,bturner@aol.com,5559740838,,Denver,CO,80244,,2020-04-19,Bronze
USER-1072,,Thomas Lopez,tlopez@protonmail.com,5551436406,,New York,New York,10042,,2020-05-27,Platinum
USER-1073,,Ashley Gonzalez,agonzalez@hotmail.com,5555950533,,Nashville,TN,37297,,2020-10-08,Silver
USER-1074,,"Martin, Brian",brian.martin34@hotmail.com,5558281200,,Los Angeles,CA,90091,,2020-06-08,Platinum
USER-1075,,"Thomas, Maria",maria.thomas@icloud.com,5558756425,,Philadelphia,PA,19031,,2020-08-11,Silver
USER-1076,,"Hill, Michael",michael.hill@yahoo.com,5553977853,,Chicago,IL,60633,,2020-12-19,Platinum
USER-1077,,"Allen, Mary",mary.allen38@icloud.com,5557181195,,Indianapolis,Indiana,46230,,2020-07-01,Gold
USER-1078,,"Anderson, Anthony",anthony.anderson@aol.com,5552590580,,Dallas,Texas,75246,,2020-10-18,Silver
USER-1079,,Kimberly Hall,kimberly.hall36@hotmail.com,5557194285,,Fort Worth,TX,76175,,2020-10-13,Bronze
USER-1080,,"Johnson, Jennifer",jjohnson@gmail.com,5552693849,,San Francisco,CA,94112,,2020-12-26,Gold
USER-1081,,Robert Green,robert.green@outlook.com,5556203946,,Columbus,Ohio,43074,,2020-02-20,Platinum
USER-1082,,"Wright, Ryan",ryan.wright59@outlook.com,5552666357,,Chicago,IL,60658,,2020-12-08,Silver
USER-1083,,"Young, Mary",myoung@hotmail.com,5553048943,,Columbus,Ohio,43017,,2020-02-24,Silver
USER-1084,,Richard Gray,richard.gray@aol.com,5559983973,,Fort Worth,Texas,76188,,2020-05-26,Silver
USER-1085,,"Walker, Jennifer",jennifer.walker@hotmail.com,5558239826,,Austin,Texas,78708,,2020-10-02,Silver
USER-1086,,"Anderson, Kimberly",kimberly.anderson17@aol.com,5555911848,,Chicago,IL,60607,,2020-07-27,Bronze
USER-1087,,Jason Thomas,jason.thomas@gmail.com,5559666732,,Austin,Texas,78751,,2020-05-15,Bronze
USER-1088,,"Davis, Linda",ldavis@hotmail.com,5557150543,,Columbus,OH,43097,,2020-03-12,Platinum
USER-1089,,James Rogers,jrogers@yahoo.com,5551186014,,Houston,Texas,77009,,2020-06-04,Bronze
USER-1090,,"Peterson, Jason",jason.peterson@aol.com,5553077488,,Fort Worth,TX,76188,,2020-06-12,Bronze
USER-1091,,"Carter, Nancy",ncarter@aol.com,5554491697,,Nashville,TN,37211,,2020-03-22,Silver
USER-1092,,Charles Moore,cmoore@hotmail.com,5559267380,,New York,New York,10042,,2020-07-01,Silver
USER-1093,,"Campbell, Dorothy",dcampbell@yahoo.com,5552439220,,Dallas,TX,75228,,2020-04-26,Bronze
USER-1094,,Tyler Hernandez,tyler.hernandez91@gmail.com,5553697185,,Jacksonville,FL,32053,,2020-08-28,Silver
USER-1095,,"Martin, Emily",emily.martin59@gmail.com,5554412642,,Fort Worth,Texas,76108,,2020-04-28,Gold
USER-1096,,"Allen, Angela",angela.allen@aol.com,5557023921,,San Francisco,CA,94102,,2020-08-08,Silver
USER-1097,,"Campbell, Kevin",kevin.campbell32@hotmail.com,5556443189,,Chicago,Illinois,60602,,2020-11-01,Silver
USER-1098,,"Martinez, Kimberly",kmartinez@yahoo.com,5551328552,,Philadelphia,Pennsylvania,19081,,2020-05-19,Bronze
USER-1099,,"Moore, Ryan",ryan.moore@gmail.com,5556095000,,Denver,Colorado,80275,,2020-06-27,Platinum
USER-1100,,Daniel Brown,daniel.brown48@protonmail.com,5555318707,,Indianapolis,IN,46223,,2020-09-27,Bronze
USER-1101,,"Young, Joseph",joseph.young@protonmail.com,5554575038,,Philadelphia,PA,19049,,2020-04-27,Platinum
USER-1102,,"Martin, Jason",jmartin@icloud.com,5555601951,,Indianapolis,IN,46253,,2020-02-25,Platinum
USER-1103,,Donna Rodriguez,donna.rodriguez@aol.com,5553169328,,Charlotte,North Carolina,28225,,2020-06-20,Silver
USER-1104,,"Brooks, Thomas",thomas.brooks@yahoo.com,5552683531,,Indianapolis,IN,46221,,2020-01-20,Silver
USER-1105,,"Watson, William",wwatson@gmail.com,5557314607,,San Francisco,CA,94134,,2020-12-11,Platinum
USER-1106,,Sharon Thomas,sthomas@yahoo.com,5553540085,,Houston,TX,77044,,2020-02-11,Gold
USER-1107,,Steven Mitchell,smitchell@protonmail.com,5558396519,,Denver,Colorado,80241,,2020-09-11,Platinum
USER-1108,,John Turner,jturner@gmail.com,5555905409,,Houston,TX,77066,,2020-11-01,Bronze
USER-1109,,Carol Smith,carol.smith@yahoo.com,5557555290,,Denver,Colorado,80295,,2020-08-02,Silver
USER-1110,,"Lopez, Jason",jason.lopez@icloud.com,5555030120,,Houston,TX,77065,,2020-01-06,Platinum
USER-1111,,"Howard, Deborah",deborah.howard@icloud.com,5551391391,,Dallas,Texas,75283,,2020-11-23,Silver
USER-1112,,"Bell, Betty",bbell@outlook.com,5559898597,,Charlotte,NC,28239,,2020-11-09,Gold
USER-1113,,"Anderson, Kimberly",kimberly.anderson@aol.com,5551517210,,Chicago,Illinois,60640,,2020-07-24,Bronze
USER-1114,,"Wright, Jim",jwright@aol.com,5559992409,,San Francisco,California,94197,,2020-04-05,Platinum
USER-1115,,Paul Bell,paul.bell@icloud.com,5555661893,,Charlotte,North Carolina,28206,,2020-03-23,Bronze
USER-1116,,"Watson, Michael",michael.watson@outlook.com,5551009154,,Charlotte,North Carolina,28291,,2020-04-13,Platinum
USER-1117,,Nancy Wilson,nancy.wilson69@hotmail.com,5551302602,,Phoenix,Arizona,85018,,2020-07-09,Platinum
USER-1118,,John Morgan,jmorgan@protonmail.com,5559130543,,Philadelphia,Pennsylvania,19013,,2020-01-15,Platinum
USER-1119,,"Mitchell, Patricia",pmitchell@gmail.com,5557315646,,Philadelphia,PA,19065,,2020-12-20,Silver
USER-1120,,Amanda Rogers,amanda.rogers@outlook.com,5556564027,,Chicago,IL,60674,,2020-03-19,Platinum
USER-1121,,Michael Wright,mwright@gmail.com,5559226630,,Denver,CO,80271,,2020-07-07,Bronze
USER-1122,,"Brooks, Emily",ebrooks@gmail.com,5556391081,,Chicago,Illinois,60618,,2020-12-21,Silver
USER-1123,,"Evans, Dorothy",dorothy.evans@outlook.com,5555261772,,New York,NY,10002,,2020-08-14,Platinum
USER-1124,,"Hall, Linda",linda.hall@protonmail.com,5551002475,,San Diego,CA,92163,,2020-06-01,Silver
USER-1125,,"Smith, Steven",steven.smith41@aol.com,5558114841,,San Francisco,CA,94114,,2020-08-17,Platinum
USER-1126,,"Wilson, Christopher",christopher.wilson44@hotmail.com,5553320801,,Austin,Texas,78748,,2020-06-07,Platinum
USER-1127,,Kimberly Cox,kcox@hotmail.com,5556331374,,Chicago,IL,60622,,2020-10-27,Bronze
USER-1128,,"Edwards, Sharon",sedwards@gmail.com,5558806861,,New York,NY,10081,,2020-01-11,Bronze
USER-1129,,Mark Rogers,mark.rogers@aol.com,5559330906,,Columbus,Ohio,43038,,2020-02-04,Bronze
USER-1130,,Jennifer Edwards,jennifer.edwards2@hotmail.com,5559965862,,New York,NY,10013,,2020-04-01,Gold
USER-1131,,"Johnson, Paul",paul.johnson@yahoo.com,5552336934,,San Francisco,California,94100,,2020-04-05,Bronze
USER-1132,,Ashley Thomas,ashley.thomas26@icloud.com,5552768004,,Dallas,Texas,75244,,2020-03-04,Platinum
USER-1133,,Jessica Brown,jessica.brown@protonmail.com,5555031171,,Dallas,Texas,75219,,2020-04-10,Silver
USER-1134,,Helen Parker,helen.parker@gmail.com,5556309361,,Los Angeles,California,90032,,2020-10-16,Gold
USER-1135,,Daniel Richardson,daniel.richardson@aol.com,5552337018,,San Francisco,California,94123,,2020-05-06,Silver
USER-1136,,Angela Murphy,amurphy@aol.com,5558259515,,Jacksonville,Florida,32082,,2020-09-22,Bronze
USER-1137,,"Wright, Michelle",michelle.wright@aol.com,5558459463,,Los Angeles,California,90050,,2020-05-15,Bronze
USER-1138,,"Morgan, Deborah",deborah.morgan@aol.com,5552719763,,Columbus,OH,43012,,2020-08-16,Gold
USER-1139,,Patricia Turner,pturner@aol.com,5556536304,,Columbus,OH,43096,,2020-06-20,Platinum
USER-1140,,"Allen, Donna",donna.allen@aol.com,5557845081,,San Antonio,TX,78277,,2020-06-11,Platinum
USER-1141,,Maria Howard,mhoward@hotmail.com,5557435396,,Los Angeles,CA,90090,,2020-01-28,Bronze
USER-1142,,"Garcia, Mark",mgarcia@protonmail.com,5558486952,,Columbus,Ohio,43094,,2020-07-26,Gold
USER-1143,,Bob Baker,robert.baker@gmail.com,5555281537,,Austin,TX,78793,,2020-12-16,Platinum
USER-1144,,Richard Baker,richard.baker@gmail.com,5555385113,,Seattle,WA,98133,,2020-03-09,Platinum
USER-1145,,Elizabeth Peterson,elizabeth.peterson79@aol.com,5554701247,,Houston,TX,77049,,2020-08-07,Platinum
USER-1146,,Paul Allen,paul.allen@yahoo.com,5551860035,,Los Angeles,California,90086,,2020-02-04,Silver
USER-1147,,Paul Wright,pwright@yahoo.com,5559819816,,Philadelphia,PA,19000,,2020-12-04,Gold
USER-1148,,Donald Rogers,drogers@icloud.com,5558122730,,New York,New York,10023,,2020-04-16,Silver
USER-1149,,"Jackson, Andrew",andrew.jackson@icloud.com,5553642577,,Charlotte,NC,28265,,2020-10-11,Silver
USER-1150,,"Hill, Joseph",jhill@icloud.com,5559433408,,Columbus,OH,43068,,2020-03-10,Gold
USER-1151,,"Morgan, Michael",michael.morgan@gmail.com,5555794401,,Boston,Massachusetts,2157,,2020-10-10,Platinum
USER-1152,,"Jackson, David",djackson@outlook.com,5555319252,,Phoenix,AZ,85000,,2020-02-20,Gold
USER-1153,,Daniel Garcia,daniel.garcia@yahoo.com,5552625065,,Austin,TX,78794,,2020-05-16,Platinum
USER-1154,,"Brown, Anthony",anthony.brown79@icloud.com,5553104691,,Austin,Texas,78723,,2020-10-04,Silver
USER-1155,,"Cook, Eric",ecook@icloud.com,5556343468,,Charlotte,North Carolina,28203,,2020-12-11,Gold
USER-1156,,Maria Green,maria.green14@gmail.com,5557377788,,Philadelphia,PA,19076,,2020-01-14,Gold
USER-1157,,"Phillips, Carol",carol.phillips@aol.com,5556325316,,Jacksonville,Florida,32019,,2020-03-08,Bronze
USER-1158,,"Peterson, Bill",william.peterson43@yahoo.com,5554757867,,Charlotte,NC,28228,,2020-10-03,Gold
USER-1159,,Donald Johnson,donald.johnson78@outlook.com,5554852376,,Austin,TX,78766,,2020-03-16,Platinum
USER-1160,,John Ward,john.ward@gmail.com,5552484730,,Jacksonville,FL,32077,,2020-06-08,Bronze
USER-1161,,"Gonzalez, Lisa",lisa.gonzalez@outlook.com,5551722087,,New York,New York,10004,,2020-07-11,Silver
USER-1162,,Elizabeth Garcia,egarcia@icloud.com,5556909753,,Indianapolis,IN,46289,,2020-11-15,Gold
USER-1163,,"King, Mark",mark.king@gmail.com,5554381195,,Austin,TX,78727,,2020-08-21,Platinum
USER-1164,,"Young, Ryan",ryoung@icloud.com,5557730444,,Boston,MA,2109,,2020-04-13,Gold
USER-1165,,Emily Howard,emily.howard13@hotmail.com,5552087855,,Seattle,Washington,98193,,2020-09-12,Silver
USER-1166,,"Mitchell, Sandra",sandra.mitchell13@aol.com,5552607447,,Charlotte,North Carolina,28284,,2020-08-14,Gold
USER-1167,,"Stewart, Tyler",tyler.stewart@aol.com,5558303244,,Denver,CO,80203,,2020-11-10,Bronze
USER-1168,,Mary Brown,mary.brown44@icloud.com,5558773493,,Nashville,TN,37260,,2020-12-03,Silver
USER-1169,,Andrew James,andrew.james@gmail.com,5554170209,,Dallas,Texas,75245,,2020-04-02,Bronze
USER-1170,,"Wilson, Patricia",pwilson@aol.com,5553813994,,Philadelphia,PA,19092,,2020-12-26,Platinum
USER-1171,,"Edwards, Jessica",jessica.edwards88@icloud.com,5557561580,,Dallas,TX,75274,,2020-08-07,Bronze
USER-1172,,William Garcia,wgarcia@gmail.com,5558037969,,Jacksonville,FL,32077,,2020-01-07,Silver
USER-1173,,"Baker, Amanda",amanda.baker@outlook.com,5553274292,,Chicago,Illinois,60685,,2020-01-12,Silver
USER-1174,,"Turner, Lisa",lisa.turner@yahoo.com,5558410113,,Jacksonville,FL,32088,,2020-09-18,Platinum
USER-1175,,"Rodriguez, Ryan",rrodriguez@protonmail.com,5552490136,,Indianapolis,IN,46248,,2020-07-24,Platinum
USER-1176,,Brandon Edwards,brandon.edwards84@icloud.com,5558997758,,Chicago,Illinois,60624,,2020-08-05,Silver
USER-1177,,"Howard, Helen",helen.howard@icloud.com,5555106817,,Austin,Texas,78720,,2020-05-19,Gold
USER-1178,,Michael Hill,michael.hill@outlook.com,5557876741,,Nashville,Tennessee,37243,,2020-07-05,Platinum
USER-1179,,"James, Karen",karen.james@outlook.com,5557606261,,Charlotte,North Carolina,28295,,2020-08-19,Platinum
USER-1180,,Brandon Watson,brandon.watson@outlook.com,5558198720,,Denver,CO,80263,,2020-01-20,Gold
USER-1181,,"Parker, Tyler",tyler.parker@protonmail.com,5555603817,,Denver,CO,80295,,2020-07-08,Silver
USER-1182,,"Hill, Daniel",dhill@aol.com,5559197809,,Boston,MA,2104,,2020-04-28,Silver
USER-1183,,Kevin Johnson,kevin.johnson@aol.com,5558539692,,Jacksonville,FL,32036,,2020-05-18,Gold
USER-1184,,John Martinez,john.martinez@aol.com,5554015329,,Fort Worth,Texas,76171,,2020-03-16,Gold
USER-1185,,Ashley Jones,ashley.jones@yahoo.com,5552518466,,Denver,CO,80243,,2020-02-07,Platinum
USER-1186,,Jennifer Ward,jennifer.ward51@aol.com,5559271623,,Austin,Texas,78775,,2020-12-10,Bronze
USER-1187,,Brian Brown,brian.brown22@protonmail.com,5558710682,,Austin,Texas,78780,,2020-10-07,Silver
USER-1188,,"Brown, Jennifer",jennifer.brown43@icloud.com,5555217897,,San Antonio,Texas,78255,,2020-08-13,Silver
USER-1189,,Brandon Moore,brandon.moore@protonmail.com,5552833533,,Nashville,Tennessee,37233,,2020-12-16,Silver
USER-1190,,"Cox, Mary",mcox@outlook.com,5558553112,,Charlotte,NC,28203,,2020-06-05,Bronze
USER-1191,,"Wilson, Nancy",nancy.wilson34@yahoo.com,5557847531,,Jacksonville,Florida,32003,,2020-02-13,Gold
USER-1192,,Dorothy Watson,dorothy.watson@outlook.com,5555172135,,Phoenix,AZ,85028,,2020-04-01,Silver
USER-1193,,Andrew Cooper,andrew.cooper@aol.com,5559364343,,San Diego,CA,92157,,2020-02-27,Gold
USER-1194,,"Morris, Angela",amorris@protonmail.com,5553168518,,San Antonio,TX,78207,,2020-05-28,Gold
USER-1195,,Michael Carter,michael.carter96@hotmail.com,5555203661,,San Antonio,Texas,78246,,2020-06-16,Gold
USER-1196,,"Reed, Maria",maria.reed42@aol.com,5556270885,,Denver,CO,80217,,2020-11-21,Bronze
USER-1197,,"Miller, Donald",donald.miller@protonmail.com,5553118730,,Boston,Massachusetts,2146,,2020-09-01,Bronze
USER-1198,,Patricia Stewart,patricia.stewart@hotmail.com,5556824692,,Los Angeles,CA,90049,,2020-08-08,Platinum
USER-1199,,Donna Moore,donna.moore76@protonmail.com,5559196362,,San Diego,California,92180,,2020-03-21,Platinum
USER-1200,,Barbara Jones,bjones@icloud.com,5555121856,,Austin,Texas,78724,,2020-04-04,Gold
USER-1201,,"Peterson, Elizabeth",elizabeth.peterson@aol.com,5559628201,,Fort Worth,TX,76189,,2020-02-01,Platinum
