order_id,customer_id,product_sku,quantity,unit_price,total_amount,order_date,shipping_status,payment_method,shipping_address
ORD-L1356,CUST-285,PROD-A015,1,49.99,49.99,2023-03-11,Shipped,GIFT_CARD,"3076 Elm Avenue, New York, NY 10051"
ORD-L1357,CUST-317,PROD-A009,1,99.99,99.99,2023-03-11,Shipped,PAYPAL,"3080 Main St, Apt 45C, Indianapolis, IN 46253"
ORD-L1358,CUST-130,PROD-A004,1,149.18,149.18,2023-03-11,Shipped,PAYPAL,"3598 Washington Blvd, New York, NY 10061"
ORD-L1359,CUST-188,PROD-A006,1,349.99,349.99,2023-03-12,In Transit,GIFT_CARD,"4906 Main St, Apt 39C, San Antonio, TX 78270"
ORD-L1360,CUST-106,PROD-A003,1,12.99,12.99,2023-03-12,Delivered,CREDIT_CARD,"1192 Cedar Lane, Apt 13D, Houston, TX 77029"
ORD-L1361,CUST-216,PROD-A016,1,129.99,129.99,2023-03-12,In Transit,AMAZON_PAY,"4591 Hill Street, New York, NY 10042"
ORD-L1362,CUST-082,PROD-A011,1,81.04,81.04,2023-03-12,Shipped,CREDIT_CARD,"4413 Pine Street, Chicago, IL 60669"
ORD-L1363,CUST-135,PROD-A005,1,69.8,69.8,2023-03-13,Processing,CREDIT_CARD,"4120 Sunset Boulevard, San Francisco, CA 94113"
ORD-L1364,CUST-332,PROD-A008,1,34.99,34.99,2023-03-13,Shipped,GIFT_CARD,"6613 Maple Drive, Apt 35A, Chicago, IL 60615"
ORD-L1365,CUST-179,PROD-A016,1,129.99,129.99,2023-03-13,Processing,DEBIT_CARD,"1864 Lake Road, Apt 50C, Charlotte, NC 28233"
ORD-L1366,CUST-034,PROD-A007,2,119.99,239.98,2023-03-13,Processing,AMAZON_PAY,"4058 River Drive, Apt 43B, Indianapolis, IN 46212"
ORD-L1367,CUST-268,PROD-A007,1,119.99,119.99,2023-03-14,Cancelled,DEBIT_CARD,"2834 Sunset Boulevard, Apt 39C, Fort Worth, TX 76154"
ORD-L1368,CUST-141,PROD-A014,2,249.99,499.98,2023-03-14,In Transit,CREDIT_CARD,"1732 Pine Street, Los Angeles, CA 90061"
ORD-L1369,CUST-026,PROD-A007,1,119.99,119.99,2023-03-14,In Transit,AMAZON_PAY,"5414 Elm Avenue, Apt 2B, Dallas, TX 75218"
ORD-L1370,CUST-152,PROD-A009,1,99.99,99.99,2023-03-14,Shipped,CREDIT_CARD,"6981 River Drive, Phoenix, AZ 85022"
ORD-L1371,CUST-098,PROD-A016,1,129.99,129.99,2023-03-14,Processing,DEBIT_CARD,"7772 Oak Avenue, Apt 21C, Philadelphia, PA 19055"
ORD-L1372,CUST-389,PROD-A017,1,95.36,95.36,2023-03-14,Delivered,GIFT_CARD,"5639 Pine Street, Apt 26A, Austin, TX 78770"
ORD-L1373,CUST-204,PROD-A011,1,89.99,89.99,2023-03-14,Cancelled,AMAZON_PAY,"6629 Hill Street, Apt 44C, Nashville, TN 37220"
ORD-L1374,CUST-355,PROD-A017,1,83.53,83.53,2023-03-14,Delivered,GIFT_CARD,"1828 Maple Drive, Apt 7D, Columbus, OH 43023"
ORD-L1375,CUST-196,PROD-A017,1,98,98,2023-03-14,Cancelled,CREDIT_CARD,"2550 Hill Street, Denver, CO 80252"
ORD-L1376,CUST-117,PROD-A002,1,19.18,19.18,2023-03-15,Processing,CREDIT_CARD,"3556 Oak Avenue, Phoenix, AZ 85017"
ORD-L1377,CUST-099,PROD-A002,1,19.99,19.99,2023-03-15,Shipped,CREDIT_CARD,"1470 Hill Street, Denver, CO 80273"
ORD-L1378,CUST-041,PROD-A005,1,71.39,71.39,2023-03-15,Shipped,PAYPAL,"6074 Forest Avenue, Apt 44D, Nashville, TN 37230"
ORD-L1379,CUST-314,PROD-A015,1,49.99,49.99,2023-03-15,Cancelled,AMAZON_PAY,"147 Park Place, Columbus, OH 43063"
ORD-L1380,CUST-183,PROD-A015,3,49.99,149.97,2023-03-15,Cancelled,PAYPAL,"316 Elm Avenue, Jacksonville, FL 32065"
ORD-L1381,CUST-337,PROD-A002,3,19.99,59.97,2023-03-16,Cancelled,CREDIT_CARD,"5511 Market Street, San Francisco, CA 94192"
ORD-L1382,CUST-316,PROD-A007,1,119.99,119.99,2023-03-16,In Transit,PAYPAL,"3583 River Drive, Apt 25C, Indianapolis, IN 46209"
ORD-L1383,CUST-403,PROD-A004,4,149.99,599.96,2023-03-16,Cancelled,GIFT_CARD,"1820 Oak Avenue, San Antonio, TX 78280"
ORD-L1384,CUST-407,PROD-A013,2,57.98,115.96,2023-03-16,Cancelled,AMAZON_PAY,"5321 Market Street, Charlotte, NC 28202"
ORD-L1385,CUST-230,PROD-A002,1,19.99,19.99,2023-03-17,Delivered,PAYPAL,"6543 Washington Blvd, Indianapolis, IN 46261"
ORD-L1386,CUST-295,PROD-A019,2,8.99,17.98,2023-03-17,Cancelled,PAYPAL,"6966 Cedar Lane, Apt 24C, Los Angeles, CA 90075"
ORD-L1387,CUST-175,PROD-A002,1,19.99,19.99,2023-03-17,In Transit,CREDIT_CARD,"6972 Market Street, Apt 25B, Indianapolis, IN 46252"
ORD-L1388,CUST-030,PROD-A011,1,89.99,89.99,2023-03-17,Processing,AMAZON_PAY,"7041 Park Place, Apt 8D, Chicago, IL 60650"
ORD-L1389,CUST-296,PROD-A013,4,64.99,259.96,2023-03-18,Cancelled,GIFT_CARD,"4034 Main St, Apt 31C, Charlotte, NC 28276"
ORD-L1390,CUST-358,PROD-A008,2,34.99,69.98,2023-03-18,In Transit,AMAZON_PAY,"8073 Oak Avenue, Apt 48A, Indianapolis, IN 46212"
ORD-L1391,CUST-314,PROD-A005,1,79.99,79.99,2023-03-18,Delivered,PAYPAL,"147 Park Place, Columbus, OH 43063"
ORD-L1392,CUST-358,PROD-A015,4,49.99,199.96,2023-03-18,Cancelled,GIFT_CARD,"8073 Oak Avenue, Apt 48A, Indianapolis, IN 46212"
ORD-L1393,CUST-142,PROD-A007,2,114.12,228.24,2023-03-18,Cancelled,DEBIT_CARD,"1915 Oak Avenue, Apt 47C, Columbus, OH 43026"
ORD-L1394,CUST-201,PROD-A017,1,98,98,2023-03-19,Shipped,GIFT_CARD,"7876 River Drive, Apt 43B, Fort Worth, TX 76131"
ORD-L1395,CUST-154,PROD-A011,1,89.99,89.99,2023-03-19,Processing,PAYPAL,"1106 River Drive, Austin, TX 78712"
ORD-L1396,CUST-374,PROD-A002,3,19.38,58.13,2023-03-19,Cancelled,AMAZON_PAY,"5387 Cedar Lane, Seattle, WA 98175"
ORD-L1397,CUST-445,PROD-A017,1,98,98,2023-03-19,Delivered,GIFT_CARD,"8264 Hill Street, Jacksonville, FL 32090"
ORD-L1398,CUST-341,PROD-A010,3,39.55,118.64,2023-03-19,In Transit,PAYPAL,"5507 Washington Blvd, Apt 22D, Boston, MA 02127"
ORD-L1399,CUST-310,PROD-A005,1,79.99,79.99,2023-03-19,Delivered,CREDIT_CARD,"2072 Broadway, Austin, TX 78701"
ORD-L1400,CUST-425,PROD-A013,1,64.99,64.99,2023-03-19,Cancelled,AMAZON_PAY,"8445 Park Place, San Diego, CA 92121"
ORD-L1401,CUST-237,PROD-A018,1,26,26,2023-03-19,Processing,AMAZON_PAY,"8936 Sunset Boulevard, Apt 16B, Denver, CO 80201"
ORD-L1402,CUST-041,PROD-A020,4,18.99,75.96,2023-03-20,In Transit,PAYPAL,"6074 Forest Avenue, Apt 44D, Nashville, TN 37230"
ORD-L1403,CUST-308,PROD-A012,1,77.59,77.59,2023-03-20,Cancelled,PAYPAL,"3356 Main St, Apt 8A, Seattle, WA 98155"
ORD-L1404,CUST-184,PROD-A009,1,99.99,99.99,2023-03-20,Delivered,DEBIT_CARD,"4615 Market Street, Apt 13B, Fort Worth, TX 76151"
ORD-L1405,CUST-494,PROD-A020,1,18.99,18.99,2023-03-20,Delivered,GIFT_CARD,"523 Broadway, Chicago, IL 60641"
ORD-L1406,CUST-285,PROD-A011,1,89.99,89.99,2023-03-20,Processing,AMAZON_PAY,"3076 Elm Avenue, New York, NY 10051"
ORD-L1407,CUST-184,PROD-A016,1,127.41,127.41,2023-03-21,Processing,CREDIT_CARD,"4615 Market Street, Apt 13B, Fort Worth, TX 76151"
ORD-L1408,CUST-290,PROD-A013,1,64.99,64.99,2023-03-21,Shipped,AMAZON_PAY,"1973 Market Street, Apt 18D, Austin, TX 78717"
ORD-L1409,CUST-475,PROD-A003,1,12.99,12.99,2023-03-21,In Transit,AMAZON_PAY,"979 Maple Drive, Charlotte, NC 28282"
ORD-L1410,CUST-251,PROD-A020,1,18.99,18.99,2023-03-21,Delivered,CREDIT_CARD,"860 Park Place, Los Angeles, CA 90089"
ORD-L1411,CUST-437,PROD-A005,3,79.99,239.97,2023-03-21,In Transit,DEBIT_CARD,"7735 Broadway, Phoenix, AZ 85017"
ORD-L1412,CUST-269,PROD-A019,1,8.99,8.99,2023-03-21,Shipped,PAYPAL,"6487 Market Street, Apt 43D, Jacksonville, FL 32062"
ORD-L1413,CUST-211,PROD-A017,1,98,98,2023-03-22,Processing,PAYPAL,"6052 Broadway, Apt 30D, San Antonio, TX 78211"
ORD-L1414,CUST-042,PROD-A008,4,30.84,123.35,2023-03-22,Delivered,AMAZON_PAY,"1005 Market Street, San Francisco, CA 94128"
ORD-L1415,CUST-043,PROD-A002,1,17.23,17.23,2023-03-22,Shipped,GIFT_CARD,"6783 Hill Street, Apt 30C, San Francisco, CA 94126"
ORD-L1416,CUST-211,PROD-A011,1,87.7,87.7,2023-03-22,Delivered,PAYPAL,"6052 Broadway, Apt 30D, San Antonio, TX 78211"
ORD-L1417,CUST-450,PROD-A009,1,98.73,98.73,2023-03-22,In Transit,DEBIT_CARD,"3713 River Drive, Fort Worth, TX 76109"
ORD-L1418,CUST-329,PROD-A009,1,98.61,98.61,2023-03-23,In Transit,GIFT_CARD,"7388 Hill Street, Chicago, IL 60688"
ORD-L1419,CUST-125,PROD-A011,1,89.99,89.99,2023-03-23,Shipped,AMAZON_PAY,"5800 Park Place, Apt 42C, San Francisco, CA 94148"
ORD-L1420,CUST-488,PROD-A014,1,249.99,249.99,2023-03-23,Cancelled,CREDIT_CARD,"4221 Pine Street, Apt 9B, Denver, CO 80242"
ORD-L1421,CUST-470,PROD-A017,1,90.47,90.47,2023-03-23,Shipped,CREDIT_CARD,"8135 Main St, Apt 34C, Jacksonville, FL 32049"
ORD-L1422,CUST-336,PROD-A004,1,149.99,149.99,2023-03-23,Processing,AMAZON_PAY,"5065 Maple Drive, Seattle, WA 98177"
ORD-L1423,CUST-360,PROD-A013,1,64.99,64.99,2023-03-23,In Transit,PAYPAL,"5536 Washington Blvd, Indianapolis, IN 46206"
ORD-L1424,CUST-287,PROD-A004,1,149.99,149.99,2023-03-24,Delivered,DEBIT_CARD,"2228 Lake Road, San Francisco, CA 94181"
ORD-L1425,CUST-362,PROD-A012,1,79.99,79.99,2023-03-24,In Transit,CREDIT_CARD,"5440 Washington Blvd, Denver, CO 80297"
ORD-L1426,CUST-033,PROD-A018,1,26,26,2023-03-24,Shipped,DEBIT_CARD,"6149 Market Street, Apt 3C, New York, NY 10086"
ORD-L1427,CUST-499,PROD-A019,2,8.99,17.98,2023-03-24,In Transit,CREDIT_CARD,"5236 Forest Avenue, Seattle, WA 98117"
ORD-L1428,CUST-025,PROD-A018,4,26,104,2023-03-25,Shipped,GIFT_CARD,"2751 Pine Street, Apt 47B, Columbus, OH 43028"
ORD-L1429,CUST-493,PROD-A005,1,79.99,79.99,2023-03-25,Delivered,DEBIT_CARD,"2968 River Drive, Apt 18B, San Francisco, CA 94185"
ORD-L1430,CUST-458,PROD-A004,1,141.83,141.83,2023-03-25,Cancelled,GIFT_CARD,"5445 Hill Street, Apt 23D, San Antonio, TX 78240"
ORD-L1431,CUST-349,PROD-A014,1,249.99,249.99,2023-03-25,In Transit,CREDIT_CARD,"8407 Park Place, Apt 8C, Denver, CO 80240"
ORD-L1432,CUST-497,PROD-A015,3,47.18,141.55,2023-03-26,Cancelled,CREDIT_CARD,"8983 Forest Avenue, Chicago, IL 60636"
ORD-L1433,CUST-082,PROD-A015,1,49.99,49.99,2023-03-26,Cancelled,PAYPAL,"4413 Pine Street, Chicago, IL 60669"
ORD-L1434,CUST-139,PROD-A004,1,149.99,149.99,2023-03-26,Delivered,PAYPAL,"7055 Market Street, Columbus, OH 43044"
ORD-L1435,CUST-371,PROD-A010,1,37.16,37.16,2023-03-26,Delivered,AMAZON_PAY,"6385 Lake Road, Apt 1D, Chicago, IL 60652"
ORD-L1436,CUST-493,PROD-A016,2,129.99,259.98,2023-03-26,Cancelled,GIFT_CARD,"2968 River Drive, Apt 18B, San Francisco, CA 94185"
ORD-L1437,CUST-228,PROD-A019,1,8.02,8.02,2023-03-26,Cancelled,DEBIT_CARD,"7313 Cedar Lane, Apt 40D, Charlotte, NC 28235"
ORD-L1438,CUST-185,PROD-A004,1,149.99,149.99,2023-03-27,Shipped,GIFT_CARD,"5176 Forest Avenue, Denver, CO 80275"
ORD-L1439,CUST-105,PROD-A019,3,8.99,26.97,2023-03-27,Shipped,DEBIT_CARD,"4857 Main St, San Francisco, CA 94104"
ORD-L1440,CUST-418,PROD-A014,2,229.12,458.24,2023-03-27,Processing,DEBIT_CARD,"5540 Sunset Boulevard, New York, NY 10028"
ORD-L1441,CUST-229,PROD-A010,1,42.99,42.99,2023-03-27,Processing,GIFT_CARD,"741 Main St, Charlotte, NC 28291"
ORD-L1442,CUST-158,PROD-A011,1,89.99,89.99,2023-03-28,Shipped,AMAZON_PAY,"1545 Lake Road, Apt 39A, Charlotte, NC 28285"
ORD-L1443,CUST-262,PROD-A007,1,119.99,119.99,2023-03-28,In Transit,GIFT_CARD,"1863 Main St, Apt 40D, Fort Worth, TX 76175"
ORD-L1444,CUST-120,PROD-A004,1,149.99,149.99,2023-03-28,Processing,DEBIT_CARD,"7014 Main St, Apt 13B, Chicago, IL 60645"
ORD-L1445,CUST-303,PROD-A010,4,42.99,171.96,2023-03-28,Processing,AMAZON_PAY,"1583 Forest Avenue, Columbus, OH 43037"
ORD-L1446,CUST-238,PROD-A018,3,26,78,2023-03-29,Delivered,DEBIT_CARD,"1272 Market Street, Apt 30D, Chicago, IL 60639"
ORD-L1447,CUST-277,PROD-A010,4,42.99,171.96,2023-03-29,Cancelled,AMAZON_PAY,"3716 Pine Street, Apt 14C, Columbus, OH 43055"
ORD-L1448,CUST-483,PROD-A004,4,149.99,599.96,2023-03-29,Delivered,DEBIT_CARD,"3228 River Drive, Columbus, OH 43044"
ORD-L1449,CUST-289,PROD-A010,2,42.99,85.98,2023-03-29,Processing,GIFT_CARD,"6813 Washington Blvd, Jacksonville, FL 32052"
ORD-L1450,CUST-006,PROD-A006,1,349.99,349.99,2023-03-29,In Transit,PAYPAL,"5063 Cedar Lane, Apt 32A, San Antonio, TX 78290"
ORD-L1451,CUST-079,PROD-A019,1,8.99,8.99,2023-03-30,Delivered,CREDIT_CARD,"334 Maple Drive, Fort Worth, TX 76167"
ORD-L1452,CUST-087,PROD-A013,1,64.99,64.99,2023-03-30,Processing,DEBIT_CARD,"1667 Washington Blvd, Austin, TX 78770"
ORD-L1453,CUST-459,PROD-A007,1,119.99,119.99,2023-03-30,Delivered,GIFT_CARD,"1723 Park Place, Apt 47A, Jacksonville, FL 32057"
ORD-L1454,CUST-297,PROD-A020,2,18.99,37.98,2023-03-30,Processing,AMAZON_PAY,"5441 River Drive, Austin, TX 78726"
ORD-L1455,CUST-469,PROD-A018,1,26,26,2023-03-30,Shipped,DEBIT_CARD,"7679 Lake Road, Apt 46B, Indianapolis, IN 46236"
ORD-L1456,CUST-426,PROD-A012,1,79.99,79.99,2023-03-31,In Transit,DEBIT_CARD,"4523 Washington Blvd, Austin, TX 78747"
ORD-L1457,CUST-370,PROD-A009,4,99.99,399.96,2023-03-31,Cancelled,GIFT_CARD,"2442 Broadway, Houston, TX 77091"
ORD-L1458,CUST-420,PROD-A018,1,26,26,2023-03-31,Shipped,DEBIT_CARD,"3245 Maple Drive, Nashville, TN 37281"
ORD-L1459,CUST-233,PROD-A014,1,249.99,249.99,2023-03-31,Shipped,PAYPAL,"6585 Park Place, San Antonio, TX 78280"
ORD-L1460,CUST-291,PROD-A007,1,119.99,119.99,2023-03-31,Processing,DEBIT_CARD,"6442 Main St, Los Angeles, CA 90022"
ORD-L1461,CUST-033,PROD-A006,4,349.99,1399.96,2023-04-01,Cancelled,CREDIT_CARD,"6149 Market Street, Apt 3C, New York, NY 10086"
ORD-L1462,CUST-186,PROD-A004,1,149.99,149.99,2023-04-01,Processing,GIFT_CARD,"8708 River Drive, Austin, TX 78794"
ORD-L1463,CUST-363,PROD-A004,2,149.99,299.98,2023-04-01,Shipped,DEBIT_CARD,"2663 Washington Blvd, San Antonio, TX 78267"
ORD-L1464,CUST-480,PROD-A009,1,99.99,99.99,2023-04-01,Processing,CREDIT_CARD,"2087 Sunset Boulevard, Philadelphia, PA 19041"
ORD-L1465,CUST-123,PROD-A002,1,19.99,19.99,2023-04-02,Cancelled,CREDIT_CARD,"3690 Park Place, New York, NY 10082"
ORD-L1466,CUST-168,PROD-A010,1,41.63,41.63,2023-04-02,Cancelled,GIFT_CARD,"4655 River Drive, Nashville, TN 37202"
ORD-L1467,CUST-140,PROD-A013,1,55.25,55.25,2023-04-02,Cancelled,DEBIT_CARD,"1645 Oak Avenue, San Antonio, TX 78262"
ORD-L1468,CUST-497,PROD-A019,1,8.99,8.99,2023-04-03,In Transit,DEBIT_CARD,"8983 Forest Avenue, Chicago, IL 60636"
ORD-L1469,CUST-210,PROD-A014,1,217.89,217.89,2023-04-03,Cancelled,CREDIT_CARD,"5669 Washington Blvd, Dallas, TX 75245"
ORD-L1470,CUST-321,PROD-A006,1,349.99,349.99,2023-04-03,Cancelled,AMAZON_PAY,"465 Sunset Boulevard, Apt 39D, Phoenix, AZ 85030"
ORD-L1471,CUST-231,PROD-A004,3,136.77,410.3,2023-04-03,Delivered,CREDIT_CARD,"2182 Oak Avenue, New York, NY 10027"
ORD-L1472,CUST-362,PROD-A020,1,18.99,18.99,2023-04-03,In Transit,CREDIT_CARD,"5440 Washington Blvd, Denver, CO 80297"
ORD-L1473,CUST-423,PROD-A020,1,18.99,18.99,2023-04-04,In Transit,CREDIT_CARD,"252 Oak Avenue, Apt 49A, Chicago, IL 60610"
ORD-L1474,CUST-495,PROD-A010,1,42.99,42.99,2023-04-04,Shipped,PAYPAL,"6613 Market Street, Philadelphia, PA 19049"
ORD-L1475,CUST-135,PROD-A018,1,26,26,2023-04-04,Shipped,CREDIT_CARD,"4120 Sunset Boulevard, San Francisco, CA 94113"
ORD-L1476,CUST-241,PROD-A002,2,19.99,39.98,2023-04-04,Shipped,AMAZON_PAY,"7289 Maple Drive, Apt 11A, San Francisco, CA 94127"
ORD-L1477,CUST-233,PROD-A007,3,119.99,359.97,2023-04-04,Processing,AMAZON_PAY,"6585 Park Place, San Antonio, TX 78280"
ORD-L1478,CUST-341,PROD-A001,1,299.99,299.99,2023-04-05,Shipped,DEBIT_CARD,"5507 Washington Blvd, Apt 22D, Boston, MA 02127"
ORD-L1479,CUST-118,PROD-A003,4,12.99,51.96,2023-04-05,In Transit,AMAZON_PAY,"831 Park Place, Apt 10A, Philadelphia, PA 19040"
ORD-L1480,CUST-229,PROD-A011,1,89.99,89.99,2023-04-05,Delivered,AMAZON_PAY,"741 Main St, Charlotte, NC 28291"
ORD-L1481,CUST-369,PROD-A010,1,38.8,38.8,2023-04-05,Delivered,AMAZON_PAY,"8576 Pine Street, New York, NY 10085"
ORD-L1482,CUST-355,PROD-A016,2,129.99,259.98,2023-04-05,Processing,CREDIT_CARD,"1828 Maple Drive, Apt 7D, Columbus, OH 43023"
ORD-L1483,CUST-259,PROD-A018,1,26,26,2023-04-06,Processing,AMAZON_PAY,"7475 Forest Avenue, Charlotte, NC 28211"
ORD-L1484,CUST-372,PROD-A004,2,149.99,299.98,2023-04-06,Processing,AMAZON_PAY,"7369 Lake Road, Columbus, OH 43019"
ORD-L1485,CUST-151,PROD-A003,4,12.52,50.1,2023-04-06,Processing,DEBIT_CARD,"8897 Maple Drive, Boston, MA 02151"
ORD-L1486,CUST-352,PROD-A020,4,18.99,75.96,2023-04-06,Processing,PAYPAL,"438 Hill Street, Charlotte, NC 28286"
ORD-L1487,CUST-438,PROD-A012,3,77.96,233.87,2023-04-07,Shipped,GIFT_CARD,"7312 Market Street, Apt 41B, Indianapolis, IN 46282"
ORD-L1488,CUST-004,PROD-A020,1,18.99,18.99,2023-04-07,Delivered,DEBIT_CARD,"9080 Hill Street, Apt 18C, Boston, MA 02188"
ORD-L1489,CUST-276,PROD-A014,1,249.99,249.99,2023-04-07,Delivered,AMAZON_PAY,"7257 Main St, Denver, CO 80248"
ORD-L1490,CUST-099,PROD-A015,1,49.99,49.99,2023-04-07,Processing,DEBIT_CARD,"1470 Hill Street, Denver, CO 80273"
ORD-L1491,CUST-013,PROD-A010,1,42.99,42.99,2023-04-07,Cancelled,GIFT_CARD,"1565 Maple Drive, Charlotte, NC 28216"
ORD-L1492,CUST-302,PROD-A015,3,49.99,149.97,2023-04-08,Cancelled,DEBIT_CARD,"8264 Park Place, Los Angeles, CA 90013"
ORD-L1493,CUST-021,PROD-A004,1,149.99,149.99,2023-04-08,Cancelled,DEBIT_CARD,"9069 Washington Blvd, Denver, CO 80268"
ORD-L1494,CUST-333,PROD-A006,1,349.99,349.99,2023-04-08,Processing,AMAZON_PAY,"5576 Broadway, Philadelphia, PA 19073"
ORD-L1495,CUST-027,PROD-A015,1,49.99,49.99,2023-04-08,Shipped,GIFT_CARD,"4280 Elm Avenue, Phoenix, AZ 85074"
ORD-L1496,CUST-370,PROD-A014,1,249.99,249.99,2023-04-09,Delivered,PAYPAL,"2442 Broadway, Houston, TX 77091"
ORD-L1497,CUST-234,PROD-A015,1,49.99,49.99,2023-04-09,Shipped,DEBIT_CARD,"5256 Cedar Lane, Dallas, TX 75211"
ORD-L1498,CUST-310,PROD-A014,1,228.6,228.6,2023-04-09,Delivered,DEBIT_CARD,"2072 Broadway, Austin, TX 78701"
ORD-L1499,CUST-476,PROD-A005,4,79.99,319.96,2023-04-09,Delivered,CREDIT_CARD,"2944 Cedar Lane, Apt 10A, San Diego, CA 92148"
ORD-L1500,CUST-341,PROD-A006,1,327.98,327.98,2023-04-09,Delivered,AMAZON_PAY,"5507 Washington Blvd, Apt 22D, Boston, MA 02127"
ORD-L1501,CUST-123,PROD-A017,1,98,98,2023-04-09,Cancelled,DEBIT_CARD,"3690 Park Place, New York, NY 10082"
ORD-L1502,CUST-240,PROD-A002,1,19.99,19.99,2023-04-10,Cancelled,AMAZON_PAY,"6076 Hill Street, Apt 30A, San Francisco, CA 94132"
ORD-L1503,CUST-328,PROD-A001,1,299.99,299.99,2023-04-10,Shipped,CREDIT_CARD,"1674 Cedar Lane, Apt 24A, Phoenix, AZ 85094"
ORD-L1504,CUST-384,PROD-A019,1,8.99,8.99,2023-04-10,In Transit,DEBIT_CARD,"654 Pine Street, Columbus, OH 43076"
ORD-L1505,CUST-364,PROD-A006,1,349.99,349.99,2023-04-10,Processing,DEBIT_CARD,"3479 Cedar Lane, Indianapolis, IN 46242"
ORD-L1506,CUST-244,PROD-A006,2,349.99,699.98,2023-04-11,Cancelled,PAYPAL,"3326 Sunset Boulevard, Nashville, TN 37257"
ORD-L1507,CUST-475,PROD-A012,1,79.99,79.99,2023-04-11,Processing,CREDIT_CARD,"979 Maple Drive, Charlotte, NC 28282"
ORD-L1508,CUST-028,PROD-A014,1,249.99,249.99,2023-04-11,Processing,GIFT_CARD,"7675 Pine Street, Apt 1D, Charlotte, NC 28237"
ORD-L1509,CUST-244,PROD-A001,1,299.99,299.99,2023-04-11,Shipped,PAYPAL,"3326 Sunset Boulevard, Nashville, TN 37257"
ORD-L1510,CUST-243,PROD-A002,1,19.99,19.99,2023-04-11,Delivered,GIFT_CARD,"6485 Washington Blvd, San Francisco, CA 94155"
ORD-L1511,CUST-130,PROD-A012,2,79.99,159.98,2023-04-11,Shipped,AMAZON_PAY,"3598 Washington Blvd, New York, NY 10061"
ORD-L1512,CUST-257,PROD-A017,3,96.37,289.11,2023-04-12,Processing,GIFT_CARD,"6038 Elm Avenue, Denver, CO 80206"
ORD-L1513,CUST-330,PROD-A015,2,46.94,93.88,2023-04-12,Delivered,CREDIT_CARD,"8148 Elm Avenue, Nashville, TN 37243"
ORD-L1514,CUST-185,PROD-A005,1,79.99,79.99,2023-04-12,Processing,AMAZON_PAY,"5176 Forest Avenue, Denver, CO 80275"
ORD-L1515,CUST-212,PROD-A013,1,64.99,64.99,2023-04-12,Cancelled,AMAZON_PAY,"8647 Sunset Boulevard, Indianapolis, IN 46238"
ORD-L1516,CUST-399,PROD-A005,1,79.99,79.99,2023-04-13,Processing,CREDIT_CARD,"8843 Elm Avenue, San Francisco, CA 94183"
ORD-L1517,CUST-436,PROD-A002,1,19.99,19.99,2023-04-13,Cancelled,CREDIT_CARD,"4376 Main St, Denver, CO 80291"
ORD-L1518,CUST-200,PROD-A010,4,41.02,164.09,2023-04-13,Cancelled,DEBIT_CARD,"4550 Forest Avenue, Austin, TX 78757"
ORD-L1519,CUST-169,PROD-A014,1,249.99,249.99,2023-04-13,Cancelled,PAYPAL,"8654 Market Street, Apt 33C, Dallas, TX 75217"
ORD-L1520,CUST-169,PROD-A001,1,299.99,299.99,2023-04-13,Cancelled,CREDIT_CARD,"8654 Market Street, Apt 33C, Dallas, TX 75217"
ORD-L1521,CUST-390,PROD-A011,1,89.99,89.99,2023-04-13,Processing,DEBIT_CARD,"6678 Sunset Boulevard, Apt 17A, Jacksonville, FL 32046"
ORD-L1522,CUST-493,PROD-A010,1,42.99,42.99,2023-04-13,Delivered,DEBIT_CARD,"2968 River Drive, Apt 18B, San Francisco, CA 94185"
ORD-L1523,CUST-234,PROD-A014,1,249.99,249.99,2023-04-13,Delivered,CREDIT_CARD,"5256 Cedar Lane, Dallas, TX 75211"
ORD-L1524,CUST-458,PROD-A006,2,349.99,699.98,2023-04-14,Delivered,AMAZON_PAY,"5445 Hill Street, Apt 23D, San Antonio, TX 78240"
ORD-L1525,CUST-412,PROD-A008,1,34.99,34.99,2023-04-14,Delivered,CREDIT_CARD,"198 Park Place, Apt 24D, Philadelphia, PA 19091"
ORD-L1526,CUST-336,PROD-A013,1,60.6,60.6,2023-04-14,In Transit,DEBIT_CARD,"5065 Maple Drive, Seattle, WA 98177"
ORD-L1527,CUST-114,PROD-A003,2,11.96,23.92,2023-04-15,Cancelled,PAYPAL,"2559 River Drive, Apt 14B, San Francisco, CA 94155"
ORD-L1528,CUST-189,PROD-A012,4,79.99,319.96,2023-04-15,Cancelled,CREDIT_CARD,"2884 Park Place, Apt 17C, Nashville, TN 37245"
ORD-L1529,CUST-141,PROD-A013,1,64.99,64.99,2023-04-15,In Transit,GIFT_CARD,"1732 Pine Street, Los Angeles, CA 90061"
ORD-L1530,CUST-046,PROD-A016,1,125.56,125.56,2023-04-15,Shipped,PAYPAL,"1516 Forest Avenue, Apt 35A, Columbus, OH 43070"
ORD-L1531,CUST-267,PROD-A011,1,89.99,89.99,2023-04-15,Processing,AMAZON_PAY,"1908 Pine Street, Charlotte, NC 28204"
ORD-L1532,CUST-191,PROD-A016,1,129.99,129.99,2023-04-16,Cancelled,CREDIT_CARD,"7535 Washington Blvd, Apt 28C, Jacksonville, FL 32000"
ORD-L1533,CUST-042,PROD-A020,2,18.99,37.98,2023-04-16,Processing,PAYPAL,"1005 Market Street, San Francisco, CA 94128"
ORD-L1534,CUST-385,PROD-A011,1,89.99,89.99,2023-04-16,Shipped,CREDIT_CARD,"8674 Lake Road, Apt 49C, Los Angeles, CA 90071"
